family,from_machine,to_machine,count,adjacent_arcs_total,total_jobs,frequency_over_all_adjacent_arcs,frequency_per_job
yn,10,17,3,1520,80,0.001973684210526316,0.0375
yn,10,18,4,1520,80,0.002631578947368421,0.05
yn,10,19,3,1520,80,0.001973684210526316,0.0375
yn,11,0,3,1520,80,0.001973684210526316,0.0375
yn,11,1,8,1520,80,0.005263157894736842,0.1
yn,11,2,3,1520,80,0.001973684210526316,0.0375
yn,11,3,2,1520,80,0.0013157894736842105,0.025
yn,11,4,12,1520,80,0.007894736842105263,0.15
yn,11,5,7,1520,80,0.004605263157894736,0.0875
yn,11,6,4,1520,80,0.002631578947368421,0.05
yn,11,7,4,1520,80,0.002631578947368421,0.05
yn,11,8,3,1520,80,0.001973684210526316,0.0375
yn,11,9,1,1520,80,0.0006578947368421052,0.0125
yn,11,10,4,1520,80,0.002631578947368421,0.05
yn,11,12,4,1520,80,0.002631578947368421,0.05
yn,11,13,2,1520,80,0.0013157894736842105,0.025
yn,11,14,5,1520,80,0.003289473684210526,0.0625
yn,11,15,1,1520,80,0.0006578947368421052,0.0125
yn,11,16,3,1520,80,0.001973684210526316,0.0375
yn,11,17,5,1520,80,0.003289473684210526,0.0625
yn,11,18,0,1520,80,0.0,0.0
yn,11,19,4,1520,80,0.002631578947368421,0.05
yn,12,0,2,1520,80,0.0013157894736842105,0.025
yn,12,1,2,1520,80,0.0013157894736842105,0.025
yn,12,2,5,1520,80,0.003289473684210526,0.0625
yn,12,3,6,1520,80,0.003947368421052632,0.075
yn,12,4,2,1520,80,0.0013157894736842105,0.025
yn,12,5,6,1520,80,0.003947368421052632,0.075
yn,12,6,2,1520,80,0.0013157894736842105,0.025
yn,12,7,7,1520,80,0.004605263157894736,0.0875
yn,12,8,3,1520,80,0.001973684210526316,0.0375
yn,12,9,1,1520,80,0.0006578947368421052,0.0125
yn,12,10,4,1520,80,0.002631578947368421,0.05
yn,12,11,9,1520,80,0.0059210526315789476,0.1125
yn,12,13,7,1520,80,0.004605263157894736,0.0875
yn,12,14,4,1520,80,0.002631578947368421,0.05
yn,12,15,2,1520,80,0.0013157894736842105,0.025
yn,12,16,6,1520,80,0.003947368421052632,0.075
yn,12,17,0,1520,80,0.0,0.0
yn,12,18,5,1520,80,0.003289473684210526,0.0625
yn,12,19,4,1520,80,0.002631578947368421,0.05
yn,13,0,3,1520,80,0.001973684210526316,0.0375
yn,13,1,3,1520,80,0.001973684210526316,0.0375
yn,13,2,6,1520,80,0.003947368421052632,0.075
yn,13,3,4,1520,80,0.002631578947368421,0.05
yn,13,4,4,1520,80,0.002631578947368421,0.05
yn,13,5,4,1520,80,0.002631578947368421,0.05
yn,13,6,9,1520,80,0.0059210526315789476,0.1125
yn,13,7,5,1520,80,0.003289473684210526,0.0625
yn,13,8,2,1520,80,0.0013157894736842105,0.025
yn,13,9,3,1520,80,0.001973684210526316,0.0375
yn,13,10,8,1520,80,0.005263157894736842,0.1
yn,13,11,4,1520,80,0.002631578947368421,0.05
yn,13,12,2,1520,80,0.0013157894736842105,0.025
yn,13,14,3,1520,80,0.001973684210526316,0.0375
yn,13,15,3,1520,80,0.001973684210526316,0.0375
yn,13,16,2,1520,80,0.0013157894736842105,0.025
yn,13,17,7,1520,80,0.004605263157894736,0.0875
yn,13,18,4,1520,80,0.002631578947368421,0.05
yn,13,19,4,1520,80,0.002631578947368421,0.05
yn,14,0,7,1520,80,0.004605263157894736,0.0875
yn,14,1,8,1520,80,0.005263157894736842,0.1
yn,14,2,2,1520,80,0.0013157894736842105,0.025
yn,14,3,5,1520,80,0.003289473684210526,0.0625
yn,14,4,3,1520,80,0.001973684210526316,0.0375
yn,14,5,5,1520,80,0.003289473684210526,0.0625
yn,14,6,5,1520,80,0.003289473684210526,0.0625
yn,14,7,2,1520,80,0.0013157894736842105,0.025
yn,14,8,9,1520,80,0.0059210526315789476,0.1125
yn,14,9,4,1520,80,0.002631578947368421,0.05
yn,14,10,3,1520,80,0.001973684210526316,0.0375
yn,14,11,2,1520,80,0.0013157894736842105,0.025
yn,14,12,2,1520,80,0.0013157894736842105,0.025
yn,14,13,6,1520,80,0.003947368421052632,0.075
yn,14,15,4,1520,80,0.002631578947368421,0.05
yn,14,16,0,1520,80,0.0,0.0
yn,14,17,5,1520,80,0.003289473684210526,0.0625
yn,14,18,3,1520,80,0.001973684210526316,0.0375
yn,14,19,3,1520,80,0.001973684210526316,0.0375
yn,15,0,4,1520,80,0.002631578947368421,0.05
yn,15,1,3,1520,80,0.001973684210526316,0.0375
yn,15,2,9,1520,80,0.0059210526315789476,0.1125
yn,15,3,1,1520,80,0.0006578947368421052,0.0125
yn,15,4,6,1520,80,0.003947368421052632,0.075
yn,15,5,3,1520,80,0.001973684210526316,0.0375
yn,15,6,4,1520,80,0.002631578947368421,0.05
yn,15,7,0,1520,80,0.0,0.0
yn,15,8,8,1520,80,0.005263157894736842,0.1
yn,15,9,3,1520,80,0.001973684210526316,0.0375
yn,15,10,2,1520,80,0.0013157894736842105,0.025
yn,15,11,3,1520,80,0.001973684210526316,0.0375
yn,15,12,0,1520,80,0.0,0.0
yn,15,13,6,1520,80,0.003947368421052632,0.075
yn,15,14,3,1520,80,0.001973684210526316,0.0375
yn,15,16,4,1520,80,0.002631578947368421,0.05
yn,15,17,4,1520,80,0.002631578947368421,0.05
yn,15,18,9,1520,80,0.0059210526315789476,0.1125
yn,15,19,4,1520,80,0.002631578947368421,0.05
yn,16,0,5,1520,80,0.003289473684210526,0.0625
yn,16,1,6,1520,80,0.003947368421052632,0.075
yn,16,2,0,1520,80,0.0,0.0
yn,16,3,5,1520,80,0.003289473684210526,0.0625
yn,16,4,0,1520,80,0.0,0.0
yn,16,5,4,1520,80,0.002631578947368421,0.05
yn,16,6,3,1520,80,0.001973684210526316,0.0375
yn,16,7,6,1520,80,0.003947368421052632,0.075
yn,16,8,3,1520,80,0.001973684210526316,0.0375
yn,16,9,2,1520,80,0.0013157894736842105,0.025
yn,16,10,6,1520,80,0.003947368421052632,0.075
yn,16,11,10,1520,80,0.006578947368421052,0.125
yn,16,12,8,1520,80,0.005263157894736842,0.1
yn,16,13,4,1520,80,0.002631578947368421,0.05
yn,16,14,1,1520,80,0.0006578947368421052,0.0125
yn,16,15,1,1520,80,0.0006578947368421052,0.0125
yn,16,17,3,1520,80,0.001973684210526316,0.0375
yn,16,18,2,1520,80,0.0013157894736842105,0.025
yn,16,19,5,1520,80,0.003289473684210526,0.0625
yn,17,0,6,1520,80,0.003947368421052632,0.075
yn,17,1,5,1520,80,0.003289473684210526,0.0625
yn,17,2,3,1520,80,0.001973684210526316,0.0375
yn,17,3,3,1520,80,0.001973684210526316,0.0375
yn,17,4,6,1520,80,0.003947368421052632,0.075
yn,17,5,4,1520,80,0.002631578947368421,0.05
yn,17,6,2,1520,80,0.0013157894736842105,0.025
yn,17,7,3,1520,80,0.001973684210526316,0.0375
yn,17,8,4,1520,80,0.002631578947368421,0.05
yn,17,9,4,1520,80,0.002631578947368421,0.05
yn,17,10,6,1520,80,0.003947368421052632,0.075
yn,17,11,4,1520,80,0.002631578947368421,0.05
yn,17,12,5,1520,80,0.003289473684210526,0.0625
yn,17,13,3,1520,80,0.001973684210526316,0.0375
yn,17,14,5,1520,80,0.003289473684210526,0.0625
yn,17,15,1,1520,80,0.0006578947368421052,0.0125
yn,17,16,4,1520,80,0.002631578947368421,0.05
yn,17,18,5,1520,80,0.003289473684210526,0.0625
yn,17,19,2,1520,80,0.0013157894736842105,0.025
yn,18,0,5,1520,80,0.003289473684210526,0.0625
yn,18,1,0,1520,80,0.0,0.0
yn,18,2,5,1520,80,0.003289473684210526,0.0625
yn,18,3,3,1520,80,0.001973684210526316,0.0375
yn,18,4,2,1520,80,0.0013157894736842105,0.025
yn,18,5,2,1520,80,0.0013157894736842105,0.025
yn,18,6,4,1520,80,0.002631578947368421,0.05
yn,18,7,2,1520,80,0.0013157894736842105,0.025
yn,18,8,5,1520,80,0.003289473684210526,0.0625
yn,18,9,3,1520,80,0.001973684210526316,0.0375
yn,18,10,10,1520,80,0.006578947368421052,0.125
yn,18,11,2,1520,80,0.0013157894736842105,0.025
yn,18,12,4,1520,80,0.002631578947368421,0.05
yn,18,13,4,1520,80,0.002631578947368421,0.05
yn,18,14,2,1520,80,0.0013157894736842105,0.025
yn,18,15,2,1520,80,0.0013157894736842105,0.025
yn,18,16,5,1520,80,0.003289473684210526,0.0625
yn,18,17,6,1520,80,0.003947368421052632,0.075
yn,18,19,7,1520,80,0.004605263157894736,0.0875
yn,19,0,1,1520,80,0.0006578947368421052,0.0125
yn,19,1,3,1520,80,0.001973684210526316,0.0375
yn,19,2,1,1520,80,0.0006578947368421052,0.0125
yn,19,3,4,1520,80,0.002631578947368421,0.05
yn,19,4,2,1520,80,0.0013157894736842105,0.025
yn,19,5,2,1520,80,0.0013157894736842105,0.025
yn,19,6,3,1520,80,0.001973684210526316,0.0375
yn,19,7,3,1520,80,0.001973684210526316,0.0375
yn,19,8,4,1520,80,0.002631578947368421,0.05
yn,19,9,6,1520,80,0.003947368421052632,0.075
yn,19,10,1,1520,80,0.0006578947368421052,0.0125
yn,19,11,4,1520,80,0.002631578947368421,0.05
yn,19,12,3,1520,80,0.001973684210526316,0.0375
yn,19,13,3,1520,80,0.001973684210526316,0.0375
yn,19,14,2,1520,80,0.0013157894736842105,0.025
yn,19,15,3,1520,80,0.001973684210526316,0.0375
yn,19,16,7,1520,80,0.004605263157894736,0.0875
yn,19,17,3,1520,80,0.001973684210526316,0.0375
yn,19,18,1,1520,80,0.0006578947368421052,0.0125
