family_size,family,size,machine_a,machine_b,count_a_before_b,count_b_before_a,total_comparisons,p_a_before_b,bias_from_0_5,dominant_direction,dominant_probability
ta_100x20,ta,100x20,8,19,528,472,1000,0.528,0.028000000000000025,8->19,0.528
ta_100x20,ta,100x20,9,10,511,489,1000,0.511,0.01100000000000001,9->10,0.511
ta_100x20,ta,100x20,9,11,510,490,1000,0.51,0.010000000000000009,9->11,0.51
ta_100x20,ta,100x20,9,12,511,489,1000,0.511,0.01100000000000001,9->12,0.511
ta_100x20,ta,100x20,9,13,492,508,1000,0.492,0.008000000000000007,13->9,0.508
ta_100x20,ta,100x20,9,14,507,493,1000,0.507,0.007000000000000006,9->14,0.507
ta_100x20,ta,100x20,9,15,519,481,1000,0.519,0.019000000000000017,9->15,0.519
ta_100x20,ta,100x20,9,16,508,492,1000,0.508,0.008000000000000007,9->16,0.508
ta_100x20,ta,100x20,9,17,522,478,1000,0.522,0.02200000000000002,9->17,0.522
ta_100x20,ta,100x20,9,18,517,483,1000,0.517,0.017000000000000015,9->18,0.517
ta_100x20,ta,100x20,9,19,541,459,1000,0.541,0.041000000000000036,9->19,0.541
ta_100x20,ta,100x20,10,11,509,491,1000,0.509,0.009000000000000008,10->11,0.509
ta_100x20,ta,100x20,10,12,489,511,1000,0.489,0.01100000000000001,12->10,0.511
ta_100x20,ta,100x20,10,13,506,494,1000,0.506,0.006000000000000005,10->13,0.506
ta_100x20,ta,100x20,10,14,510,490,1000,0.51,0.010000000000000009,10->14,0.51
ta_100x20,ta,100x20,10,15,516,484,1000,0.516,0.016000000000000014,10->15,0.516
ta_100x20,ta,100x20,10,16,499,501,1000,0.499,0.0010000000000000009,16->10,0.501
ta_100x20,ta,100x20,10,17,513,487,1000,0.513,0.013000000000000012,10->17,0.513
ta_100x20,ta,100x20,10,18,506,494,1000,0.506,0.006000000000000005,10->18,0.506
ta_100x20,ta,100x20,10,19,518,482,1000,0.518,0.018000000000000016,10->19,0.518
ta_100x20,ta,100x20,11,12,474,526,1000,0.474,0.026000000000000023,12->11,0.526
ta_100x20,ta,100x20,11,13,494,506,1000,0.494,0.006000000000000005,13->11,0.506
ta_100x20,ta,100x20,11,14,491,509,1000,0.491,0.009000000000000008,14->11,0.509
ta_100x20,ta,100x20,11,15,487,513,1000,0.487,0.013000000000000012,15->11,0.513
ta_100x20,ta,100x20,11,16,505,495,1000,0.505,0.0050000000000000044,11->16,0.505
ta_100x20,ta,100x20,11,17,502,498,1000,0.502,0.0020000000000000018,11->17,0.502
ta_100x20,ta,100x20,11,18,499,501,1000,0.499,0.0010000000000000009,18->11,0.501
ta_100x20,ta,100x20,11,19,490,510,1000,0.49,0.010000000000000009,19->11,0.51
ta_100x20,ta,100x20,12,13,492,508,1000,0.492,0.008000000000000007,13->12,0.508
ta_100x20,ta,100x20,12,14,487,513,1000,0.487,0.013000000000000012,14->12,0.513
ta_100x20,ta,100x20,12,15,498,502,1000,0.498,0.0020000000000000018,15->12,0.502
ta_100x20,ta,100x20,12,16,511,489,1000,0.511,0.01100000000000001,12->16,0.511
ta_100x20,ta,100x20,12,17,509,491,1000,0.509,0.009000000000000008,12->17,0.509
ta_100x20,ta,100x20,12,18,515,485,1000,0.515,0.015000000000000013,12->18,0.515
ta_100x20,ta,100x20,12,19,500,500,1000,0.5,0.0,12->19,0.5
ta_100x20,ta,100x20,13,14,504,496,1000,0.504,0.0040000000000000036,13->14,0.504
ta_100x20,ta,100x20,13,15,506,494,1000,0.506,0.006000000000000005,13->15,0.506
ta_100x20,ta,100x20,13,16,512,488,1000,0.512,0.01200000000000001,13->16,0.512
ta_100x20,ta,100x20,13,17,516,484,1000,0.516,0.016000000000000014,13->17,0.516
ta_100x20,ta,100x20,13,18,506,494,1000,0.506,0.006000000000000005,13->18,0.506
ta_100x20,ta,100x20,13,19,531,469,1000,0.531,0.031000000000000028,13->19,0.531
ta_100x20,ta,100x20,14,15,513,487,1000,0.513,0.013000000000000012,14->15,0.513
ta_100x20,ta,100x20,14,16,517,483,1000,0.517,0.017000000000000015,14->16,0.517
ta_100x20,ta,100x20,14,17,503,497,1000,0.503,0.0030000000000000027,14->17,0.503
ta_100x20,ta,100x20,14,18,504,496,1000,0.504,0.0040000000000000036,14->18,0.504
ta_100x20,ta,100x20,14,19,509,491,1000,0.509,0.009000000000000008,14->19,0.509
ta_100x20,ta,100x20,15,16,510,490,1000,0.51,0.010000000000000009,15->16,0.51
ta_100x20,ta,100x20,15,17,493,507,1000,0.493,0.007000000000000006,17->15,0.507
ta_100x20,ta,100x20,15,18,502,498,1000,0.502,0.0020000000000000018,15->18,0.502
ta_100x20,ta,100x20,15,19,495,505,1000,0.495,0.0050000000000000044,19->15,0.505
ta_100x20,ta,100x20,16,17,493,507,1000,0.493,0.007000000000000006,17->16,0.507
ta_100x20,ta,100x20,16,18,498,502,1000,0.498,0.0020000000000000018,18->16,0.502
ta_100x20,ta,100x20,16,19,496,504,1000,0.496,0.0040000000000000036,19->16,0.504
ta_100x20,ta,100x20,17,18,492,508,1000,0.492,0.008000000000000007,18->17,0.508
ta_100x20,ta,100x20,17,19,488,512,1000,0.488,0.01200000000000001,19->17,0.512
ta_100x20,ta,100x20,18,19,501,499,1000,0.501,0.0010000000000000009,18->19,0.501
ta_15x15,ta,15x15,0,1,71,79,150,0.47333333333333333,0.026666666666666672,1->0,0.5266666666666666
ta_15x15,ta,15x15,0,2,72,78,150,0.48,0.020000000000000018,2->0,0.52
ta_15x15,ta,15x15,0,3,88,62,150,0.5866666666666667,0.08666666666666667,0->3,0.5866666666666667
ta_15x15,ta,15x15,0,4,67,83,150,0.44666666666666666,0.053333333333333344,4->0,0.5533333333333333
ta_15x15,ta,15x15,0,5,74,76,150,0.49333333333333335,0.006666666666666654,5->0,0.5066666666666666
ta_15x15,ta,15x15,0,6,71,79,150,0.47333333333333333,0.026666666666666672,6->0,0.5266666666666666
ta_15x15,ta,15x15,0,7,74,76,150,0.49333333333333335,0.006666666666666654,7->0,0.5066666666666666
ta_15x15,ta,15x15,0,8,69,81,150,0.46,0.03999999999999998,8->0,0.54
ta_15x15,ta,15x15,0,9,77,73,150,0.5133333333333333,0.013333333333333308,0->9,0.5133333333333333
ta_15x15,ta,15x15,0,10,76,74,150,0.5066666666666667,0.00666666666666671,0->10,0.5066666666666667
ta_15x15,ta,15x15,0,11,81,69,150,0.54,0.040000000000000036,0->11,0.54
ta_15x15,ta,15x15,0,12,80,70,150,0.5333333333333333,0.033333333333333326,0->12,0.5333333333333333
ta_15x15,ta,15x15,0,13,67,83,150,0.44666666666666666,0.053333333333333344,13->0,0.5533333333333333
ta_15x15,ta,15x15,0,14,68,82,150,0.4533333333333333,0.04666666666666669,14->0,0.5466666666666666
ta_15x15,ta,15x15,1,2,79,71,150,0.5266666666666666,0.026666666666666616,1->2,0.5266666666666666
ta_15x15,ta,15x15,1,3,82,68,150,0.5466666666666666,0.046666666666666634,1->3,0.5466666666666666
ta_15x15,ta,15x15,1,4,74,76,150,0.49333333333333335,0.006666666666666654,4->1,0.5066666666666666
ta_15x15,ta,15x15,1,5,71,79,150,0.47333333333333333,0.026666666666666672,5->1,0.5266666666666666
ta_15x15,ta,15x15,1,6,77,73,150,0.5133333333333333,0.013333333333333308,1->6,0.5133333333333333
ta_15x15,ta,15x15,1,7,76,74,150,0.5066666666666667,0.00666666666666671,1->7,0.5066666666666667
ta_15x15,ta,15x15,1,8,73,77,150,0.4866666666666667,0.013333333333333308,8->1,0.5133333333333333
ta_15x15,ta,15x15,1,9,77,73,150,0.5133333333333333,0.013333333333333308,1->9,0.5133333333333333
ta_15x15,ta,15x15,1,10,80,70,150,0.5333333333333333,0.033333333333333326,1->10,0.5333333333333333
ta_15x15,ta,15x15,1,11,79,71,150,0.5266666666666666,0.026666666666666616,1->11,0.5266666666666666
ta_15x15,ta,15x15,1,12,78,72,150,0.52,0.020000000000000018,1->12,0.52
ta_15x15,ta,15x15,1,13,72,78,150,0.48,0.020000000000000018,13->1,0.52
ta_15x15,ta,15x15,1,14,75,75,150,0.5,0.0,1->14,0.5
ta_15x15,ta,15x15,2,3,87,63,150,0.58,0.07999999999999996,2->3,0.58
ta_15x15,ta,15x15,2,4,71,79,150,0.47333333333333333,0.026666666666666672,4->2,0.5266666666666666
ta_15x15,ta,15x15,2,5,67,83,150,0.44666666666666666,0.053333333333333344,5->2,0.5533333333333333
ta_15x15,ta,15x15,2,6,72,78,150,0.48,0.020000000000000018,6->2,0.52
ta_15x15,ta,15x15,2,7,79,71,150,0.5266666666666666,0.026666666666666616,2->7,0.5266666666666666
ta_15x15,ta,15x15,2,8,69,81,150,0.46,0.03999999999999998,8->2,0.54
ta_15x15,ta,15x15,2,9,80,70,150,0.5333333333333333,0.033333333333333326,2->9,0.5333333333333333
ta_15x15,ta,15x15,2,10,76,74,150,0.5066666666666667,0.00666666666666671,2->10,0.5066666666666667
ta_15x15,ta,15x15,2,11,80,70,150,0.5333333333333333,0.033333333333333326,2->11,0.5333333333333333
ta_15x15,ta,15x15,2,12,78,72,150,0.52,0.020000000000000018,2->12,0.52
ta_15x15,ta,15x15,2,13,64,86,150,0.4266666666666667,0.0733333333333333,13->2,0.5733333333333333
ta_15x15,ta,15x15,2,14,78,72,150,0.52,0.020000000000000018,2->14,0.52
ta_15x15,ta,15x15,3,4,69,81,150,0.46,0.03999999999999998,4->3,0.54
ta_15x15,ta,15x15,3,5,69,81,150,0.46,0.03999999999999998,5->3,0.54
ta_15x15,ta,15x15,3,6,71,79,150,0.47333333333333333,0.026666666666666672,6->3,0.5266666666666666
ta_15x15,ta,15x15,3,7,72,78,150,0.48,0.020000000000000018,7->3,0.52
ta_15x15,ta,15x15,3,8,61,89,150,0.4066666666666667,0.09333333333333332,8->3,0.5933333333333333
ta_15x15,ta,15x15,3,9,69,81,150,0.46,0.03999999999999998,9->3,0.54
ta_15x15,ta,15x15,3,10,72,78,150,0.48,0.020000000000000018,10->3,0.52
ta_15x15,ta,15x15,3,11,68,82,150,0.4533333333333333,0.04666666666666669,11->3,0.5466666666666666
ta_15x15,ta,15x15,3,12,59,91,150,0.3933333333333333,0.10666666666666669,12->3,0.6066666666666667
ta_15x15,ta,15x15,3,13,69,81,150,0.46,0.03999999999999998,13->3,0.54
ta_15x15,ta,15x15,3,14,59,91,150,0.3933333333333333,0.10666666666666669,14->3,0.6066666666666667
ta_15x15,ta,15x15,4,5,78,72,150,0.52,0.020000000000000018,4->5,0.52
ta_15x15,ta,15x15,4,6,80,70,150,0.5333333333333333,0.033333333333333326,4->6,0.5333333333333333
ta_15x15,ta,15x15,4,7,83,67,150,0.5533333333333333,0.053333333333333344,4->7,0.5533333333333333
ta_15x15,ta,15x15,4,8,75,75,150,0.5,0.0,4->8,0.5
ta_15x15,ta,15x15,4,9,89,61,150,0.5933333333333334,0.09333333333333338,4->9,0.5933333333333334
ta_15x15,ta,15x15,4,10,84,66,150,0.56,0.06000000000000005,4->10,0.56
ta_15x15,ta,15x15,4,11,84,66,150,0.56,0.06000000000000005,4->11,0.56
ta_15x15,ta,15x15,4,12,77,73,150,0.5133333333333333,0.013333333333333308,4->12,0.5133333333333333
ta_15x15,ta,15x15,4,13,75,75,150,0.5,0.0,4->13,0.5
ta_15x15,ta,15x15,4,14,74,76,150,0.49333333333333335,0.006666666666666654,14->4,0.5066666666666666
ta_15x15,ta,15x15,5,6,74,76,150,0.49333333333333335,0.006666666666666654,6->5,0.5066666666666666
ta_15x15,ta,15x15,5,7,79,71,150,0.5266666666666666,0.026666666666666616,5->7,0.5266666666666666
ta_15x15,ta,15x15,5,8,75,75,150,0.5,0.0,5->8,0.5
ta_15x15,ta,15x15,5,9,86,64,150,0.5733333333333334,0.07333333333333336,5->9,0.5733333333333334
ta_15x15,ta,15x15,5,10,83,67,150,0.5533333333333333,0.053333333333333344,5->10,0.5533333333333333
ta_15x15,ta,15x15,5,11,84,66,150,0.56,0.06000000000000005,5->11,0.56
ta_15x15,ta,15x15,5,12,77,73,150,0.5133333333333333,0.013333333333333308,5->12,0.5133333333333333
ta_15x15,ta,15x15,5,13,71,79,150,0.47333333333333333,0.026666666666666672,13->5,0.5266666666666666
ta_15x15,ta,15x15,5,14,70,80,150,0.4666666666666667,0.033333333333333326,14->5,0.5333333333333333
ta_15x15,ta,15x15,6,7,80,70,150,0.5333333333333333,0.033333333333333326,6->7,0.5333333333333333
ta_15x15,ta,15x15,6,8,69,81,150,0.46,0.03999999999999998,8->6,0.54
ta_15x15,ta,15x15,6,9,78,72,150,0.52,0.020000000000000018,6->9,0.52
ta_15x15,ta,15x15,6,10,77,73,150,0.5133333333333333,0.013333333333333308,6->10,0.5133333333333333
ta_15x15,ta,15x15,6,11,81,69,150,0.54,0.040000000000000036,6->11,0.54
ta_15x15,ta,15x15,6,12,77,73,150,0.5133333333333333,0.013333333333333308,6->12,0.5133333333333333
ta_15x15,ta,15x15,6,13,66,84,150,0.44,0.06,13->6,0.56
ta_15x15,ta,15x15,6,14,70,80,150,0.4666666666666667,0.033333333333333326,14->6,0.5333333333333333
ta_15x15,ta,15x15,7,8,70,80,150,0.4666666666666667,0.033333333333333326,8->7,0.5333333333333333
ta_15x15,ta,15x15,7,9,74,76,150,0.49333333333333335,0.006666666666666654,9->7,0.5066666666666666
ta_15x15,ta,15x15,7,10,71,79,150,0.47333333333333333,0.026666666666666672,10->7,0.5266666666666666
ta_15x15,ta,15x15,7,11,75,75,150,0.5,0.0,7->11,0.5
ta_15x15,ta,15x15,7,12,75,75,150,0.5,0.0,7->12,0.5
ta_15x15,ta,15x15,7,13,70,80,150,0.4666666666666667,0.033333333333333326,13->7,0.5333333333333333
ta_15x15,ta,15x15,7,14,75,75,150,0.5,0.0,7->14,0.5
ta_15x15,ta,15x15,8,9,82,68,150,0.5466666666666666,0.046666666666666634,8->9,0.5466666666666666
ta_15x15,ta,15x15,8,10,89,61,150,0.5933333333333334,0.09333333333333338,8->10,0.5933333333333334
ta_15x15,ta,15x15,8,11,86,64,150,0.5733333333333334,0.07333333333333336,8->11,0.5733333333333334
ta_15x15,ta,15x15,8,12,88,62,150,0.5866666666666667,0.08666666666666667,8->12,0.5866666666666667
ta_15x15,ta,15x15,8,13,75,75,150,0.5,0.0,8->13,0.5
ta_15x15,ta,15x15,8,14,85,65,150,0.5666666666666667,0.06666666666666665,8->14,0.5666666666666667
ta_15x15,ta,15x15,9,10,80,70,150,0.5333333333333333,0.033333333333333326,9->10,0.5333333333333333
ta_15x15,ta,15x15,9,11,76,74,150,0.5066666666666667,0.00666666666666671,9->11,0.5066666666666667
ta_15x15,ta,15x15,9,12,78,72,150,0.52,0.020000000000000018,9->12,0.52
ta_15x15,ta,15x15,9,13,68,82,150,0.4533333333333333,0.04666666666666669,13->9,0.5466666666666666
ta_15x15,ta,15x15,9,14,63,87,150,0.42,0.08000000000000002,14->9,0.5800000000000001
ta_15x15,ta,15x15,10,11,77,73,150,0.5133333333333333,0.013333333333333308,10->11,0.5133333333333333
ta_15x15,ta,15x15,10,12,71,79,150,0.47333333333333333,0.026666666666666672,12->10,0.5266666666666666
ta_15x15,ta,15x15,10,13,72,78,150,0.48,0.020000000000000018,13->10,0.52
ta_15x15,ta,15x15,10,14,68,82,150,0.4533333333333333,0.04666666666666669,14->10,0.5466666666666666
ta_15x15,ta,15x15,11,12,78,72,150,0.52,0.020000000000000018,11->12,0.52
ta_15x15,ta,15x15,11,13,62,88,150,0.41333333333333333,0.08666666666666667,13->11,0.5866666666666667
ta_15x15,ta,15x15,11,14,67,83,150,0.44666666666666666,0.053333333333333344,14->11,0.5533333333333333
ta_15x15,ta,15x15,12,13,72,78,150,0.48,0.020000000000000018,13->12,0.52
ta_15x15,ta,15x15,12,14,74,76,150,0.49333333333333335,0.006666666666666654,14->12,0.5066666666666666
ta_15x15,ta,15x15,13,14,73,77,150,0.4866666666666667,0.013333333333333308,14->13,0.5133333333333333
ta_20x15,ta,20x15,0,1,91,109,200,0.455,0.044999999999999984,1->0,0.5449999999999999
ta_20x15,ta,20x15,0,2,107,93,200,0.535,0.03500000000000003,0->2,0.535
ta_20x15,ta,20x15,0,3,91,109,200,0.455,0.044999999999999984,3->0,0.5449999999999999
ta_20x15,ta,20x15,0,4,99,101,200,0.495,0.0050000000000000044,4->0,0.505
ta_20x15,ta,20x15,0,5,87,113,200,0.435,0.065,5->0,0.565
ta_20x15,ta,20x15,0,6,90,110,200,0.45,0.04999999999999999,6->0,0.55
ta_20x15,ta,20x15,0,7,101,99,200,0.505,0.0050000000000000044,0->7,0.505
ta_20x15,ta,20x15,0,8,83,117,200,0.415,0.08500000000000002,8->0,0.585
ta_20x15,ta,20x15,0,9,98,102,200,0.49,0.010000000000000009,9->0,0.51
ta_20x15,ta,20x15,0,10,105,95,200,0.525,0.025000000000000022,0->10,0.525
ta_20x15,ta,20x15,0,11,100,100,200,0.5,0.0,0->11,0.5
ta_20x15,ta,20x15,0,12,103,97,200,0.515,0.015000000000000013,0->12,0.515
ta_20x15,ta,20x15,0,13,102,98,200,0.51,0.010000000000000009,0->13,0.51
ta_20x15,ta,20x15,0,14,95,105,200,0.475,0.025000000000000022,14->0,0.525
ta_20x15,ta,20x15,1,2,109,91,200,0.545,0.04500000000000004,1->2,0.545
ta_20x15,ta,20x15,1,3,98,102,200,0.49,0.010000000000000009,3->1,0.51
ta_20x15,ta,20x15,1,4,102,98,200,0.51,0.010000000000000009,1->4,0.51
ta_20x15,ta,20x15,1,5,93,107,200,0.465,0.034999999999999976,5->1,0.5349999999999999
ta_20x15,ta,20x15,1,6,98,102,200,0.49,0.010000000000000009,6->1,0.51
ta_20x15,ta,20x15,1,7,102,98,200,0.51,0.010000000000000009,1->7,0.51
ta_20x15,ta,20x15,1,8,94,106,200,0.47,0.030000000000000027,8->1,0.53
ta_20x15,ta,20x15,1,9,104,96,200,0.52,0.020000000000000018,1->9,0.52
ta_20x15,ta,20x15,1,10,97,103,200,0.485,0.015000000000000013,10->1,0.515
ta_20x15,ta,20x15,1,11,101,99,200,0.505,0.0050000000000000044,1->11,0.505
ta_20x15,ta,20x15,1,12,108,92,200,0.54,0.040000000000000036,1->12,0.54
ta_20x15,ta,20x15,1,13,104,96,200,0.52,0.020000000000000018,1->13,0.52
ta_20x15,ta,20x15,1,14,101,99,200,0.505,0.0050000000000000044,1->14,0.505
ta_20x15,ta,20x15,2,3,97,103,200,0.485,0.015000000000000013,3->2,0.515
ta_20x15,ta,20x15,2,4,105,95,200,0.525,0.025000000000000022,2->4,0.525
ta_20x15,ta,20x15,2,5,90,110,200,0.45,0.04999999999999999,5->2,0.55
ta_20x15,ta,20x15,2,6,91,109,200,0.455,0.044999999999999984,6->2,0.5449999999999999
ta_20x15,ta,20x15,2,7,96,104,200,0.48,0.020000000000000018,7->2,0.52
ta_20x15,ta,20x15,2,8,90,110,200,0.45,0.04999999999999999,8->2,0.55
ta_20x15,ta,20x15,2,9,89,111,200,0.445,0.05499999999999999,9->2,0.5549999999999999
ta_20x15,ta,20x15,2,10,98,102,200,0.49,0.010000000000000009,10->2,0.51
ta_20x15,ta,20x15,2,11,105,95,200,0.525,0.025000000000000022,2->11,0.525
ta_20x15,ta,20x15,2,12,97,103,200,0.485,0.015000000000000013,12->2,0.515
ta_20x15,ta,20x15,2,13,96,104,200,0.48,0.020000000000000018,13->2,0.52
ta_20x15,ta,20x15,2,14,90,110,200,0.45,0.04999999999999999,14->2,0.55
ta_20x15,ta,20x15,3,4,105,95,200,0.525,0.025000000000000022,3->4,0.525
ta_20x15,ta,20x15,3,5,99,101,200,0.495,0.0050000000000000044,5->3,0.505
ta_20x15,ta,20x15,3,6,100,100,200,0.5,0.0,3->6,0.5
ta_20x15,ta,20x15,3,7,93,107,200,0.465,0.034999999999999976,7->3,0.5349999999999999
ta_20x15,ta,20x15,3,8,93,107,200,0.465,0.034999999999999976,8->3,0.5349999999999999
ta_20x15,ta,20x15,3,9,103,97,200,0.515,0.015000000000000013,3->9,0.515
ta_20x15,ta,20x15,3,10,108,92,200,0.54,0.040000000000000036,3->10,0.54
ta_20x15,ta,20x15,3,11,104,96,200,0.52,0.020000000000000018,3->11,0.52
ta_20x15,ta,20x15,3,12,105,95,200,0.525,0.025000000000000022,3->12,0.525
ta_20x15,ta,20x15,3,13,103,97,200,0.515,0.015000000000000013,3->13,0.515
ta_20x15,ta,20x15,3,14,108,92,200,0.54,0.040000000000000036,3->14,0.54
ta_20x15,ta,20x15,4,5,90,110,200,0.45,0.04999999999999999,5->4,0.55
ta_20x15,ta,20x15,4,6,98,102,200,0.49,0.010000000000000009,6->4,0.51
ta_20x15,ta,20x15,4,7,101,99,200,0.505,0.0050000000000000044,4->7,0.505
ta_20x15,ta,20x15,4,8,90,110,200,0.45,0.04999999999999999,8->4,0.55
ta_20x15,ta,20x15,4,9,98,102,200,0.49,0.010000000000000009,9->4,0.51
ta_20x15,ta,20x15,4,10,107,93,200,0.535,0.03500000000000003,4->10,0.535
ta_20x15,ta,20x15,4,11,103,97,200,0.515,0.015000000000000013,4->11,0.515
ta_20x15,ta,20x15,4,12,96,104,200,0.48,0.020000000000000018,12->4,0.52
ta_20x15,ta,20x15,4,13,106,94,200,0.53,0.030000000000000027,4->13,0.53
ta_20x15,ta,20x15,4,14,95,105,200,0.475,0.025000000000000022,14->4,0.525
ta_20x15,ta,20x15,5,6,103,97,200,0.515,0.015000000000000013,5->6,0.515
ta_20x15,ta,20x15,5,7,110,90,200,0.55,0.050000000000000044,5->7,0.55
ta_20x15,ta,20x15,5,8,99,101,200,0.495,0.0050000000000000044,8->5,0.505
ta_20x15,ta,20x15,5,9,108,92,200,0.54,0.040000000000000036,5->9,0.54
ta_20x15,ta,20x15,5,10,113,87,200,0.565,0.06499999999999995,5->10,0.565
ta_20x15,ta,20x15,5,11,110,90,200,0.55,0.050000000000000044,5->11,0.55
ta_20x15,ta,20x15,5,12,111,89,200,0.555,0.05500000000000005,5->12,0.555
ta_20x15,ta,20x15,5,13,113,87,200,0.565,0.06499999999999995,5->13,0.565
ta_20x15,ta,20x15,5,14,99,101,200,0.495,0.0050000000000000044,14->5,0.505
ta_20x15,ta,20x15,6,7,104,96,200,0.52,0.020000000000000018,6->7,0.52
ta_20x15,ta,20x15,6,8,99,101,200,0.495,0.0050000000000000044,8->6,0.505
ta_20x15,ta,20x15,6,9,102,98,200,0.51,0.010000000000000009,6->9,0.51
ta_20x15,ta,20x15,6,10,102,98,200,0.51,0.010000000000000009,6->10,0.51
ta_20x15,ta,20x15,6,11,106,94,200,0.53,0.030000000000000027,6->11,0.53
ta_20x15,ta,20x15,6,12,105,95,200,0.525,0.025000000000000022,6->12,0.525
ta_20x15,ta,20x15,6,13,101,99,200,0.505,0.0050000000000000044,6->13,0.505
ta_20x15,ta,20x15,6,14,99,101,200,0.495,0.0050000000000000044,14->6,0.505
ta_20x15,ta,20x15,7,8,90,110,200,0.45,0.04999999999999999,8->7,0.55
ta_20x15,ta,20x15,7,9,93,107,200,0.465,0.034999999999999976,9->7,0.5349999999999999
ta_20x15,ta,20x15,7,10,108,92,200,0.54,0.040000000000000036,7->10,0.54
ta_20x15,ta,20x15,7,11,100,100,200,0.5,0.0,7->11,0.5
ta_20x15,ta,20x15,7,12,105,95,200,0.525,0.025000000000000022,7->12,0.525
ta_20x15,ta,20x15,7,13,103,97,200,0.515,0.015000000000000013,7->13,0.515
ta_20x15,ta,20x15,7,14,90,110,200,0.45,0.04999999999999999,14->7,0.55
ta_20x15,ta,20x15,8,9,119,81,200,0.595,0.09499999999999997,8->9,0.595
ta_20x15,ta,20x15,8,10,120,80,200,0.6,0.09999999999999998,8->10,0.6
ta_20x15,ta,20x15,8,11,118,82,200,0.59,0.08999999999999997,8->11,0.59
ta_20x15,ta,20x15,8,12,121,79,200,0.605,0.10499999999999998,8->12,0.605
ta_20x15,ta,20x15,8,13,112,88,200,0.56,0.06000000000000005,8->13,0.56
ta_20x15,ta,20x15,8,14,111,89,200,0.555,0.05500000000000005,8->14,0.555
ta_20x15,ta,20x15,9,10,98,102,200,0.49,0.010000000000000009,10->9,0.51
ta_20x15,ta,20x15,9,11,98,102,200,0.49,0.010000000000000009,11->9,0.51
ta_20x15,ta,20x15,9,12,101,99,200,0.505,0.0050000000000000044,9->12,0.505
ta_20x15,ta,20x15,9,13,101,99,200,0.505,0.0050000000000000044,9->13,0.505
ta_20x15,ta,20x15,9,14,88,112,200,0.44,0.06,14->9,0.56
ta_20x15,ta,20x15,10,11,98,102,200,0.49,0.010000000000000009,11->10,0.51
ta_20x15,ta,20x15,10,12,97,103,200,0.485,0.015000000000000013,12->10,0.515
ta_20x15,ta,20x15,10,13,97,103,200,0.485,0.015000000000000013,13->10,0.515
ta_20x15,ta,20x15,10,14,86,114,200,0.43,0.07,14->10,0.5700000000000001
ta_20x15,ta,20x15,11,12,103,97,200,0.515,0.015000000000000013,11->12,0.515
ta_20x15,ta,20x15,11,13,97,103,200,0.485,0.015000000000000013,13->11,0.515
ta_20x15,ta,20x15,11,14,92,108,200,0.46,0.03999999999999998,14->11,0.54
ta_20x15,ta,20x15,12,13,94,106,200,0.47,0.030000000000000027,13->12,0.53
ta_20x15,ta,20x15,12,14,97,103,200,0.485,0.015000000000000013,14->12,0.515
ta_20x15,ta,20x15,13,14,93,107,200,0.465,0.034999999999999976,14->13,0.5349999999999999
ta_20x20,ta,20x20,0,1,105,95,200,0.525,0.025000000000000022,0->1,0.525
ta_20x20,ta,20x20,0,2,101,99,200,0.505,0.0050000000000000044,0->2,0.505
ta_20x20,ta,20x20,0,3,104,96,200,0.52,0.020000000000000018,0->3,0.52
ta_20x20,ta,20x20,0,4,95,105,200,0.475,0.025000000000000022,4->0,0.525
ta_20x20,ta,20x20,0,5,103,97,200,0.515,0.015000000000000013,0->5,0.515
ta_20x20,ta,20x20,0,6,108,92,200,0.54,0.040000000000000036,0->6,0.54
ta_20x20,ta,20x20,0,7,95,105,200,0.475,0.025000000000000022,7->0,0.525
ta_20x20,ta,20x20,0,8,100,100,200,0.5,0.0,0->8,0.5
ta_20x20,ta,20x20,0,9,97,103,200,0.485,0.015000000000000013,9->0,0.515
ta_20x20,ta,20x20,0,10,95,105,200,0.475,0.025000000000000022,10->0,0.525
ta_20x20,ta,20x20,0,11,101,99,200,0.505,0.0050000000000000044,0->11,0.505
ta_20x20,ta,20x20,0,12,89,111,200,0.445,0.05499999999999999,12->0,0.5549999999999999
ta_20x20,ta,20x20,0,13,102,98,200,0.51,0.010000000000000009,0->13,0.51
ta_20x20,ta,20x20,0,14,97,103,200,0.485,0.015000000000000013,14->0,0.515
ta_20x20,ta,20x20,0,15,101,99,200,0.505,0.0050000000000000044,0->15,0.505
ta_20x20,ta,20x20,0,16,96,104,200,0.48,0.020000000000000018,16->0,0.52
ta_20x20,ta,20x20,0,17,94,106,200,0.47,0.030000000000000027,17->0,0.53
ta_20x20,ta,20x20,0,18,92,108,200,0.46,0.03999999999999998,18->0,0.54
ta_20x20,ta,20x20,0,19,100,100,200,0.5,0.0,0->19,0.5
ta_20x20,ta,20x20,1,2,101,99,200,0.505,0.0050000000000000044,1->2,0.505
ta_20x20,ta,20x20,1,3,93,107,200,0.465,0.034999999999999976,3->1,0.5349999999999999
ta_20x20,ta,20x20,1,4,88,112,200,0.44,0.06,4->1,0.56
ta_20x20,ta,20x20,1,5,104,96,200,0.52,0.020000000000000018,1->5,0.52
ta_20x20,ta,20x20,1,6,106,94,200,0.53,0.030000000000000027,1->6,0.53
ta_20x20,ta,20x20,1,7,89,111,200,0.445,0.05499999999999999,7->1,0.5549999999999999
ta_20x20,ta,20x20,1,8,100,100,200,0.5,0.0,1->8,0.5
ta_20x20,ta,20x20,1,9,99,101,200,0.495,0.0050000000000000044,9->1,0.505
